cliente_id,DS_PROD,DS_LIN_REC,CIDADE,DS_CNAE,DS_SEGMENTO,DS_SUBSEGMENTO,FAT_FAIXA_x,MARCA_TOTVS,MODAL_COMERC,PAIS,PERIODICIDADE,SITUACAO_CONTRATO,UF,VL_TOTAL_CONTRATO,DT_ASSINATURA_CONTRATO,CLIENTE_DESDE,QTD_CONTRATACOES_12M,VLR_CONTRATACOES_12M,NR_PROPOSTA,ITEM_PROPOSTA,DT_UPLOAD,HOSPEDAGEM,FAT_FAIXA_y,CD_PROD,QTD,MESES_BONIF,VL_PCT_DESC_TEMP,VL_PCT_DESCONTO,PRC_UNITARIO,VL_DESCONTO_TEMPORARIO,VL_TOTAL,VL_FULL,VL_DESCONTO,MRR_12M,respondedAt,resposta_NPS_x,resposta_unidade,Nota_SupTec_Agilidade,Nota_SupTec_Atendimento,Nota_Comercial,Nota_Custos,Nota_AdmFin_Atendimento,Nota_Software,Nota_Software_Atualizacao,Data da Resposta_x,Nota NPS_x,Nota Agilidade,Nota Conhecimento_x,Nota Custo,Nota Facilidade,Nota Flexibilidade,Data da Resposta_y,Nota NPS_y,Nota Metodologia,Nota Gestao,Nota Conhecimento_y,Nota Qualidade,Nota Comunicacao,Nota Prazos,Data da Resposta,Linha de Produto,Nome do Produto,Nota,ticket,resposta_NPS_y,grupo_NPS,Nota_ConhecimentoAgente,Nota_Solucao,Nota_TempoRetorno,Nota_Facilidade,Nota_Satisfacao,NOME_GRUPO,TIPO_TICKET,STATUS_TICKET,DT_CRIACAO,DT_ATUALIZACAO,BK_TICKET,PRIORIDADE_TICKET
T01502,ASSINATURA FEEDZ - FIXO,SAAS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,CANCELADO,SP,"616,163578273367",2020-02-27,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0,0,"26,0849349679421",0,"391,274024519132","355,646333326012",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21449082.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,task,closed,2024-12-10,2024-12-22,22037416.0,low
T03062,CONTRATO MANUTENCAO CELERINA,SMS TOTVS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,105,00 - Mensal,CANCELADO,SC,"413,020578683381",1997-08-20,1997-08-20,7.0,"139347,610130705",AAKIU0,1.0,2024-05-31,ON PREMISES,Faixa 11 - Acima de 850 M,AUT.02.000001,50.0,0.0,0,0,"23,8737059924163",0,"1193,68529962082","1193,68529962082",0,6048.066,2022-03-18 00:00:00.000,9.0,9.0,8.0,9.0,9.0,,9.0,9.0,7.0,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,22416963.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Datasul Recursos Humanos,question,closed,2025-02-03,2025-02-12,22533225.0,low
T02145,SMS TOTVS TEC PROCESSOR X86 MU,SMS TOTVS SERIE T,NOVAFRIBURGO,"Fabricacao de artigos de serralheria, exceto esquadrias",MANUFATURA,BENS DE CAPITAL,Faixa 10 - De 500 M ate 850 M,FLUIG - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,RJ,"237,021886118052",2012-01-26,1999-07-26,3.0,"6796,28372185378",AAMR37,3.0,2025-03-21,ON PREMISES,Faixa 07 - De 75 M ate 150 M,7T63369002,2.0,0.0,0,0,"889,927177787038",0,"1779,85435557408","1779,85435557408",0,1635.2352,2019-09-18 09:06:00.000,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22619507.0,9.0,promotor,9.0,9.0,9.0,9.0,9.0,Reversão Canc/Ouvidoria,question,closed,2024-05-24,2024-06-24,20246529.0,normal
T01502,SMS LGT ECM/BPM TRAD,SMS FLUIG,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FLUIG - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,CANCELADO,SP,"777,658962919373",2010-03-18,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0,0,"26,0849349679421",0,"391,274024519132","355,646333326012",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19697819.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,task,closed,2024-12-10,2024-12-22,22037416.0,low
T03062,CDU INTEL FISCAL PACK 5 CTR,CDU TOTVS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,105,00 - Mensal,TROCADO,SC,"718,859609914279",2014-11-14,1997-08-20,7.0,"139347,610130705",AAMBQ2,9.0,2025-01-31,ON PREMISES,Faixa 11 - Acima de 850 M,5J16017024,5.0,0.0,0,0,"276,584387807545",0,"1382,92193903772","0,0210192868395988",0,6048.066,2019-10-17 14:20:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,22104838.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Datasul Recursos Humanos,question,closed,2024-12-11,2024-12-20,22055105.0,low
T01502,CDU FULL TOTVS TRAD,CDU TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"27343,1074395868",2024-03-14,2010-03-18,8.0,"90580,0396706845",AAKLOT,2.0,2024-07-29,ON PREMISES,Faixa 07 - De 75 M ate 150 M,5J16017024,5,0.0,0,0,"296,010412704702",0,"1480,05206352351","0,0210192868395988",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19204677.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,task,closed,2024-12-10,2024-12-22,22037416.0,low
T03062,APP LIC SURIC PACK 20,SAAS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,RH - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,ATIVO,SC,"847,157132925822",2024-12-20,1997-08-20,7.0,"139347,610130705",AALVV1,2.0,2024-12-20,ON PREMISES,Faixa 11 - Acima de 850 M,2012104-2,1.0,0.0,0,0,"88,281004726315",0,"88,281004726315","84,3714173741496",0,6048.066,2019-10-17 14:20:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,22104838.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Datasul Recursos Humanos,question,closed,2024-05-01,2024-05-21,20028653.0,low
T01502,ID FLUIG 251º AO 500º,SAAS FLUIG,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,ATIVO,SP,"178,26036782927",2023-05-17,2010-03-18,8.0,"90580,0396706845",AAKLOT,2.0,2024-07-29,ON PREMISES,Faixa 07 - De 75 M ate 150 M,5J16017024,5.0,0.0,0.0,0,"296,010412704702",0.0,"1480,05206352351","0,0210192868395988",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19204677.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,CPT CLOUD DATASUL STD,question,closed,2024-12-20,2024-12-24,22154481.0,low
T00538,SMS CORP TOTVS MANUFATURA RB2,SMS TOTVS SERIE T,CACHOEIRODEITAPEMIRIM,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Faixa 08 - De 150 M ate 300 M,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,105,00 - Mensal,ATIVO,ES,"9279,19538749613",2017-07-27,2010-08-24,,,,,,,,,,,,,,,,,,1186.8295,2022-05-20 00:00:00.000,10.0,10.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,22894848.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Prime RM Backoffice,question,closed,2025-03-06,2025-03-06,22854262.0,normal
T01205,TOTVS TEC USER,CDU TOTVS SERIE T,CUSTODIA,Fabricacao de outros produtos alimenticios nao especificados anteriormente,MANUFATURA,BENS DE CONSUMO,Faixa 04 - De 25 M ate 35 M,TECNOLOGIA,MODALIDADE TRADICIONAL,105,00 - Mensal,GRATUITO,PE,"0,147135007877192",2012-12-17,2001-12-19,,,,,,,,,,,,,,,,,,746.4329,2022-11-18 18:24:10.317,8.0,8.0,8.0,6.0,6.0,5.0,9.0,,6.0,,,,,,,,,,,,,,,,3/18/2025 10:53:22 AM,Protheus,SIGAFAT,6.0,20297339.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Protheus Fiscal Arquivo Magnético,question,closed,2024-06-11,2024-07-05,20381432.0,low
T01502,SMS FULL TOTVS TRAD,SMS TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"1408,26699510891",2022-12-16,2010-03-18,8.0,"90580,0396706845",AAKLVV,1.0,2024-06-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1113401002-0,100.0,0.0,0,0,"1,52600022455487",0,"152,600022455487","152,600022455487",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21404233.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,CPT CLOUD DATASUL STD,question,closed,2024-12-20,2024-12-24,22154481.0,low
T01502,CLOUD  EXPRESS SERIE T 36M,CLOUD COMPUTING.,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,CLOUD,MODALIDADE SERVICOS RECORRENTES,105,00 - Mensal,ATIVO,SP,"6313,62204201344",2014-07-31,2010-03-18,8.0,"90580,0396706845",AAKLVV,1.0,2024-06-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1113401002-0,100.0,0.0,0,0,"1,52600022455487",0,"152,600022455487","152,600022455487",0,875.923,2022-06-08 19:00:24.000,9.0,9.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,19697819.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,question,closed,2024-09-23,2024-09-23,21326816.0,normal
T03062,APP LIC SURIC PACK 20,SAAS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,RH - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,ATIVO,SC,"847,157132925822",2024-12-20,1997-08-20,7.0,"139347,610130705",AAKZPV,1.0,2024-08-16,ON PREMISES,Faixa 11 - Acima de 850 M,2012101-3,12.0,0.0,0,0,"87,4822718264102",0,"1049,78726191692","596,880484526719",0,6048.066,2019-10-17 14:20:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,22104838.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Datasul Recursos Humanos,question,closed,2024-12-10,2024-12-10,22048745.0,normal
T01502,CDU LGT CRM CALL CENTER TRAD,CDU TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,CANCELADO,SP,"0,147135007877192",2010-03-18,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0.0,0,"26,0849349679421",0.0,"391,274024519132","355,646333326012",0,875.923,2022-06-08 19:00:24.000,9.0,9.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,22469017.0,4.0,detrator,,,,,,CPT CLOUD DATASUL STD,question,closed,2024-10-21,2024-11-01,21584298.0,low
T01502,SMS LGT GCH ON-DEMAND 100 TRA,SMS TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,RH - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"142,922742794536",2022-02-17,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0.0,0,"26,0849349679421",0.0,"391,274024519132","355,646333326012",0,875.923,2019-06-06 14:58:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21404233.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,question,closed,2024-01-15,2024-01-15,19039052.0,normal
T01502,PROGRESS USER 11 SMS,SMS TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,PROGRESS,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"170,798521001212",2023-05-19,2010-03-18,8.0,"90580,0396706845",AAKLVV,1.0,2024-06-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1113401002-0,100.0,0.0,0.0,0,"1,52600022455487",0.0,"152,600022455487","152,600022455487",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22700325.0,8.0,passivo,,,,,,AGT CLOUD DATASUL STD,task,closed,2024-04-11,2024-04-15,19862573.0,low
T01502,PROGRESS USER 11 SMS,SMS TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,PROGRESS,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"416,202898710896",2024-03-14,2010-03-18,8.0,"90580,0396706845",AALXI9,1.0,2024-12-11,ON PREMISES,Faixa 07 - De 75 M ate 150 M,0113401002-9,100.0,0.0,0,0,"55,8104104165027",0,"5581,04104165027","5100,54014449704",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21465136.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,question,closed,2024-08-12,2024-08-19,20946446.0,low
T01502,ASSINATURA FEEDZ - FIXO,SAAS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,CANCELADO,SP,"616,163578273367",2020-02-27,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0,0,"26,0849349679421",0,"391,274024519132","355,646333326012",0,875.923,2019-06-06 14:58:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19448803.0,10.0,promotor,,,,,,SOUTH CLOUD STD CRÍTICOS,question,closed,2024-01-31,2024-02-16,19191717.0,low
T03062,CDU INTEL FISCAL PACK 5 CTR,CDU TOTVS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,105,00 - Mensal,TROCADO,SC,"718,859609914279",2014-11-14,1997-08-20,7.0,"139347,610130705",AAMBQ2,4.0,2025-01-31,ON PREMISES,Faixa 11 - Acima de 850 M,5J16017188,15.0,0.0,0.0,0,"300,466501514697",0.0,"4506,99752272045","0,0630578605187964",0,6048.066,2021-09-22 17:02:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,22439518.0,9.0,promotor,,,,,,Datasul Recursos Humanos,question,closed,2024-01-06,2024-01-17,18966544.0,low
T03062,CONTRATO MANUTENCAO CELERINA,SMS TOTVS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,105,00 - Mensal,CANCELADO,SC,"413,020578683381",1997-08-20,1997-08-20,7.0,"139347,610130705",AAKZPV,1.0,2024-08-16,ON PREMISES,Faixa 11 - Acima de 850 M,2012101-3,12.0,0.0,0,0,"87,4822718264102",0,"1049,78726191692","596,880484526719",0,6048.066,2019-10-17 14:20:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,21440912.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,CST - Contratos Padrão e Select,question,closed,2025-01-21,2025-02-10,22416963.0,low
T01502,ID TRAD DEDICADO 1º AO 50º,SAAS FLUIG,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,ATIVO,SP,"55,7179255544085",2017-10-31,2010-03-18,8.0,"90580,0396706845",AALXI9,1.0,2024-12-11,ON PREMISES,Faixa 07 - De 75 M ate 150 M,0113401002-9,100.0,0.0,0.0,0,"55,8104104165027",0.0,"5581,04104165027","5100,54014449704",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22434688.0,8.0,passivo,,,,,,AGT CLOUD DATASUL STD,task,closed,2024-04-11,2024-04-15,19862573.0,low
T00538,MIDIA SQL DVD STD 2008 USER,SOFTWARE COMPLEMENTAR,CACHOEIRODEITAPEMIRIM,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Faixa 08 - De 150 M ate 300 M,SOFTWARE COMPLEMENTAR,,105,00 - Mensal,ATIVO,ES,"30,6629356416067",2010-08-24,2010-08-24,,,,,,,,,,,,,,,,,,1186.8295,2022-05-20 00:00:00.000,10.0,10.0,8.0,9.0,9.0,8.0,9.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,21318315.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,PRIME RM RH,question,closed,2024-10-03,2024-10-21,21419611.0,normal
T01502,ID TRAD DEDICADO 251º AO 500º,SAAS FLUIG,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,ATIVO,SP,"145,474484216863",2017-10-31,2010-03-18,8.0,"90580,0396706845",AAKLVV,1.0,2024-06-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,0113401002-9,100.0,0.0,0,"8,40771473583952","36,3381430882984",0,"3633,81430882984","4542,68827177409","908,873962944252",875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21465136.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,CPT CLOUD DATASUL STD,question,closed,2024-10-21,2024-11-01,21584298.0,low
T01502,CDU LGT GCH ON-DEMAND 100 TRA,CDU TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,RH - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"5581,04104165027",2024-12-11,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0,0,"26,0849349679421",0,"391,274024519132","355,646333326012",0,875.923,2023-03-13 12:58:55.673,9.0,9.0,7.0,9.0,10.0,7.0,9.0,,7.0,,,,,,,,,,,,,,,,,,,,21404233.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,question,closed,2024-09-23,2024-09-23,21326816.0,normal
T01502,PROGRESS USER 11 SMS,SMS TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,PROGRESS,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"416,202898710896",2024-03-14,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0,0,"26,0849349679421",0,"391,274024519132","355,646333326012",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20756557.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,SOUTH CLOUD STD CRÍTICOS,question,closed,2024-01-31,2024-02-16,19191717.0,low
T01502,ASSINATURA FEEDZ - EXCEDENTE,SAAS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,105,00 - Mensal,CANCELADO,SP,"3,73302534271275",2020-02-27,2010-03-18,8.0,"90580,0396706845",AAJVQH,2.0,2024-03-14,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1119017000-9,15.0,0.0,0,0,"26,0849349679421",0,"391,274024519132","355,646333326012",0,875.923,2020-03-17 09:43:00.000,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21449082.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,SOUTH CLOUD STD CRÍTICOS,question,closed,2024-01-31,2024-02-16,19191717.0,low
T01502,CDU TOTVS I TRAD,CDU TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"0,260639156811025",2010-03-18,2010-03-18,8.0,"90580,0396706845",AAKLVV,1.0,2024-06-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1113401002-0,100.0,0.0,0.0,0,"1,52600022455487",0.0,"152,600022455487","152,600022455487",0,875.923,2019-06-06 14:58:00.000,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18991958.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,CPT CLOUD DATASUL STD,question,closed,2024-12-20,2024-12-24,22154481.0,low
T01502,SMS LGT GCH ON-DEMAND 100 TRA,SMS TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,RH - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"122,794673716936",2013-09-10,2010-03-18,8.0,"90580,0396706845",AAKLOT,2.0,2024-07-29,ON PREMISES,Faixa 07 - De 75 M ate 150 M,5J16017024,5.0,0.0,0,0,"296,010412704702",0,"1480,05206352351","0,0210192868395988",0,875.923,2022-06-08 19:00:24.000,9.0,9.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,18976390.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,AGT CLOUD DATASUL STD,question,closed,2024-09-23,2024-09-23,21326816.0,normal
T01502,CDU LGT GCH ON-DEMAND 100 TRA,CDU TOTVS SERIE T,PINDORAMA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",MANUFATURA,BENS DE CAPITAL,Faixa 07 - De 75 M ate 150 M,RH - CORE,MODALIDADE TRADICIONAL,105,00 - Mensal,ATIVO,SP,"1891,73581556389",2013-09-10,2010-03-18,8.0,"90580,0396706845",AAKLVV,1.0,2024-06-12,ON PREMISES,Faixa 07 - De 75 M ate 150 M,1113401002-0,100.0,0.0,0.0,0,"1,52600022455487",0.0,"152,600022455487","152,600022455487",0,875.923,2022-06-08 19:00:24.000,9.0,9.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,18976390.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,CPT CLOUD DATASUL STD,question,closed,2024-08-15,2024-08-19,20988934.0,low
T03062,CDU INTEL FISCAL PACK 5 FIS,CDU TOTVS SERIE T,JOINVILLE,"Fabricacao de compressores para uso industrial, pecas e acessorios",MANUFATURA,BENS DE CAPITAL,Faixa 11 - Acima de 850 M,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,105,00 - Mensal,TROCADO,SC,"718,859609914279",2014-11-14,1997-08-20,7.0,"139347,610130705",AAMBQ2,9.0,2025-01-31,ON PREMISES,Faixa 11 - Acima de 850 M,5J16017024,5.0,0.0,0,0,"276,584387807545",0,"1382,92193903772","0,0210192868395988",0,6048.066,2022-03-18 00:00:00.000,9.0,9.0,8.0,9.0,9.0,,9.0,9.0,7.0,,,,,,,,,,,,,,,,3/17/2025 6:06:01 PM,Datasul,,10.0,20723827.0,10.0,promotor,10.0,10.0,10.0,10.0,10.0,Datasul Recursos Humanos,question,closed,2024-07-31,2024-08-09,20836722.0,low
